ResponseId,MainBranch,Age,Employment_Status,CodingActivities,EdLevel,DevType,Country,"LearnCode_Other_online_resources_(e.g.,_videos,_blogs,_forum,_online_community)",LearnCode_On_the_job_training,LearnCode_Books___Physical_media,"LearnCode_School_(i.e.,_University,_College,_etc)",LearnCode_Online_Courses_or_Certification,LearnCode_Other,LanguageHaveWorkedWith_Python,LanguageHaveWorkedWith_SQL,LanguageHaveWorkedWith_Bash_Shell_(all_shells),LanguageHaveWorkedWith_JavaScript,LanguageHaveWorkedWith_HTML_CSS,LanguageHaveWorkedWith_Other,DatabaseHaveWorkedWith_PostgreSQL,DatabaseHaveWorkedWith_Microsoft_SQL_Server,DatabaseHaveWorkedWith_SQLite,DatabaseHaveWorkedWith_MySQL,DatabaseHaveWorkedWith_Snowflake,DatabaseHaveWorkedWith_Other,PlatformHaveWorkedWith_Amazon_Web_Services_(AWS),PlatformHaveWorkedWith_Microsoft_Azure,PlatformHaveWorkedWith_Google_Cloud,PlatformHaveWorkedWith_Databricks,PlatformHaveWorkedWith_Digital_Ocean,PlatformHaveWorkedWith_Other
50444,I am a developer by profession,35-44,employed,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
50541,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50553,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50624,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
50693,I am a developer by profession,35-44,employed,Hobby;Bootstrapping a business;School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,United States of America,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1
50919,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
51054,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
51193,I am a developer by profession,45-54,employed,Bootstrapping a business;Freelance/contract work,Some college/university study without earning a degree,Data engineer,United States of America,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
51397,I am a developer by profession,45-54,employed,Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,United States of America,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
51486,I am a developer by profession,25-34,employed,Hobby;Other (please specify):;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0
51610,I am a developer by profession,35-44,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
51849,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
51892,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,Some college/university study without earning a degree,Data or business analyst,United States of America,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1
52489,I am a developer by profession,45-54,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
52908,I am a developer by profession,18-24,employed,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
52956,I am a developer by profession,25-34,employed,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
53021,I am a developer by profession,18-24,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
53096,I am a developer by profession,45-54,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1
53121,I am a developer by profession,55-64,employed,Bootstrapping a business,Some college/university study without earning a degree,Data engineer,United States of America,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
53163,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
53172,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;Freelance/contract work,Some college/university study without earning a degree,Data engineer,United States of America,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
53216,I am a developer by profession,18-24,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
53297,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Associate degree (A.A., A.S., etc.)",Data engineer,United States of America,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
53340,I am a developer by profession,35-44,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0
53444,I am a developer by profession,65 years or older,employed,Hobby;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
53461,I am a developer by profession,45-54,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
53471,I am a developer by profession,18-24,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
53524,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
53821,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
53861,I am a developer by profession,45-54,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
54148,I am a developer by profession,45-54,employed,Bootstrapping a business,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
55326,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
55346,I am a developer by profession,45-54,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
55347,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55449,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54,employed,Hobby;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
55536,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
55596,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
55657,I am a developer by profession,65 years or older,employed,Hobby;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,Data or business analyst,United States of America,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
55701,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
55796,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
55815,I am a developer by profession,25-34,employed,Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55905,I am a developer by profession,18-24,employed,Hobby;Contribute to open-source projects;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
55906,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
55925,I code primarily as a hobby,65 years or older,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
56073,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56077,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,Data or business analyst,United States of America,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
56079,I am a developer by profession,18-24,employed,Hobby;Bootstrapping a business;Freelance/contract work,Some college/university study without earning a degree,Data or business analyst,United States of America,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
56087,I am a developer by profession,25-34,employed,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
56203,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
56232,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
56318,I am a developer by profession,25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
56343,I am a developer by profession,45-54,employed,School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
57262,I am a developer by profession,35-44,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57489,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,Some college/university study without earning a degree,Data engineer,United States of America,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
57517,I am a developer by profession,35-44,employed,School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
57570,I am a developer by profession,25-34,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0
57582,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby;Contribute to open-source projects;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
57704,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
57733,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
57765,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
57775,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
57784,I am a developer by profession,35-44,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
57872,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
57922,I am a developer by profession,25-34,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57956,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,student,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
58038,I am a developer by profession,25-34,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data or business analyst,United States of America,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
58550,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Under 18,employed,Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
58736,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59026,I am a developer by profession,35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
59121,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
59385,I am a developer by profession,55-64,employed,Hobby;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1
59465,I am a developer by profession,25-34,employed,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
59691,I am a developer by profession,18-24,employed,Hobby;Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
59948,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0
60112,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64,employed,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60161,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54,unemployed,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60359,I am learning to code,25-34,unemployed,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60390,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
60430,I am a developer by profession,25-34,employed,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1
60476,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
60977,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
61125,I am a developer by profession,35-44,employed,I don’t code outside of work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
61182,I am a developer by profession,35-44,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
61188,I am a developer by profession,25-34,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1
61262,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61870,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61976,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;School or academic work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62229,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62969,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
63697,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
63716,I am a developer by profession,35-44,unemployed,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0
64302,I am a developer by profession,65 years or older,employed,Hobby;Bootstrapping a business;School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
